type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_air_process,power_W,wear_x_torque_minNm
L,303.6,312.0,1391,50.3,101,No Failure,8.399999999999977,7327.0,5080.299999999999
L,303.6,312.0,1827,23.3,103,No Failure,8.399999999999977,4457.8,2399.9
L,303.5,312.0,1761,25.8,105,No Failure,8.5,4757.8,2709.0
L,303.5,312.1,1522,36.4,107,No Failure,8.600000000000023,5801.6,3894.7999999999997
M,303.5,312.2,1818,23.6,109,No Failure,8.699999999999989,4493.0,2572.4
H,303.6,312.2,1371,54.6,112,Heat Dissipation Failure,8.599999999999966,7839.0,6115.2
L,303.7,312.4,1404,46.6,119,No Failure,8.699999999999989,6851.4,5545.400000000001
L,303.7,312.3,1384,45.9,121,No Failure,8.600000000000023,6652.4,5553.9
L,303.7,312.5,1641,36.0,125,No Failure,8.800000000000011,6186.4,4500.0
H,303.9,312.7,1401,50.0,129,No Failure,8.800000000000011,7335.6,6450.0
L,303.8,312.6,1577,41.3,134,No Failure,8.800000000000011,6820.4,5534.2
L,303.7,312.6,1396,44.1,136,No Failure,8.900000000000034,6446.9,5997.6
H,303.7,312.6,1514,35.5,138,No Failure,8.900000000000034,5628.4,4899.0
M,303.7,312.7,1469,48.5,147,No Failure,9.0,7460.9,7129.5
H,303.7,312.7,1564,40.2,150,No Failure,9.0,6584.0,6030.0
H,303.6,312.6,1498,40.2,155,No Failure,9.0,6306.2,6231.0
L,303.5,312.4,1390,47.3,164,No Failure,8.899999999999977,6885.0,7757.2
L,303.5,312.5,1380,46.1,166,No Failure,9.0,6662.1,7652.6
L,303.5,312.5,1418,42.2,170,No Failure,9.0,6266.4,7174.000000000001
M,303.5,312.5,1353,51.0,172,No Failure,9.0,7226.0,8772.0
L,303.5,312.4,1574,32.7,175,No Failure,8.899999999999977,5389.9,5722.500000000001
L,303.7,312.6,1621,38.8,182,No Failure,8.900000000000034,6586.3,7061.599999999999
L,303.6,312.6,1606,33.6,184,No Failure,9.0,5650.8,6182.400000000001
H,303.6,312.5,1375,54.0,186,No Failure,8.899999999999977,7775.4,10044.0
L,303.5,312.4,1503,36.5,191,No Failure,8.899999999999977,5744.9,6971.5
L,303.5,312.3,1404,48.6,193,No Failure,8.800000000000011,7145.5,9379.800000000001
M,303.4,312.0,1748,28.4,200,No Failure,8.600000000000023,5198.6,5680.0
L,303.4,311.9,1531,37.9,203,No Failure,8.5,6076.4,7693.7
M,303.3,311.8,1536,40.6,205,No Failure,8.5,6530.5,8323.0
H,303.4,311.9,1534,33.2,210,No Failure,8.5,5333.3,6972.000000000001
L,303.4,312.0,1521,35.9,215,Tool Wear Failure,8.600000000000023,5718.1,7718.5
M,303.6,312.1,1967,20.9,2,No Failure,8.5,4305.1,41.8
L,303.6,312.2,1696,30.7,5,No Failure,8.599999999999966,5452.5,153.5
M,303.6,312.1,1627,32.5,7,No Failure,8.5,5537.3,227.5
L,303.5,311.9,1405,45.6,10,No Failure,8.399999999999977,6709.2,456.0
L,303.4,311.8,1438,58.9,22,No Failure,8.400000000000034,8869.6,1295.8
L,303.5,311.9,1515,39.2,24,No Failure,8.399999999999977,6219.1,940.8000000000001
L,303.4,311.9,1491,38.2,26,No Failure,8.5,5964.4,993.2
L,303.5,312.0,1436,45.1,32,No Failure,8.5,6782.0,1443.2
L,303.4,311.9,1377,41.6,34,Heat Dissipation Failure,8.5,5998.7,1414.4
M,303.4,311.9,1419,50.9,39,No Failure,8.5,7563.6,1985.1
H,303.3,311.8,1806,27.7,44,No Failure,8.5,5238.7,1218.8
L,303.4,311.9,1298,63.9,59,Heat Dissipation Failure,8.5,8685.7,3770.1
M,303.3,311.8,1441,44.9,61,No Failure,8.5,6775.5,2738.9
L,303.3,311.8,1842,24.5,67,No Failure,8.5,4725.9,1641.5
M,303.4,311.8,1316,50.9,69,Heat Dissipation Failure,8.400000000000034,7014.6,3512.1
M,303.3,311.8,1548,33.5,75,No Failure,8.5,5430.6,2512.5
L,303.4,311.9,1434,44.6,78,No Failure,8.5,6697.5,3478.8
H,303.5,312.0,1397,52.9,80,No Failure,8.5,7738.9,4232.0
M,303.5,312.0,1475,42.9,85,No Failure,8.5,6626.4,3646.5
L,303.5,312.0,1441,56.8,88,No Failure,8.5,8571.2,4998.4
L,303.7,312.2,1619,34.9,92,No Failure,8.5,5917.0,3210.7999999999997
L,303.7,312.2,1487,34.0,94,No Failure,8.5,5294.4,3196.0
L,303.7,312.3,1375,46.2,98,No Failure,8.600000000000023,6652.3,4527.6
M,303.6,312.3,1698,31.3,100,No Failure,8.699999999999989,5565.6,3130.0
L,303.7,312.3,1349,51.0,105,No Failure,8.600000000000023,7204.6,5355.0
L,303.7,312.4,1535,38.6,107,No Failure,8.699999999999989,6204.8,4130.2
L,303.5,312.3,1946,21.1,112,No Failure,8.800000000000011,4299.9,2363.2000000000003
L,303.5,312.1,1326,55.7,114,No Failure,8.600000000000023,7734.4,6349.8
M,303.6,312.3,1915,22.3,116,No Failure,8.699999999999989,4472.0,2586.8
L,303.6,312.3,1451,43.4,119,No Failure,8.699999999999989,6594.6,5164.599999999999
M,303.5,312.3,1624,34.8,121,No Failure,8.800000000000011,5918.3,4210.799999999999
L,303.6,312.4,1781,28.7,124,No Failure,8.799999999999955,5352.7,3558.7999999999997
L,303.7,312.4,1718,26.5,130,No Failure,8.699999999999989,4767.6,3445.0
M,303.7,312.4,1631,28.5,132,No Failure,8.699999999999989,4867.7,3762.0
L,303.7,312.4,1513,40.1,135,No Failure,8.699999999999989,6353.5,5413.5
M,303.7,312.4,1474,38.8,139,No Failure,8.699999999999989,5989.0,5393.2
L,303.8,312.5,1619,30.9,142,No Failure,8.699999999999989,5238.8,4387.8
L,303.7,312.4,1702,31.2,144,No Failure,8.699999999999989,5560.9,4492.8
M,303.7,312.4,1546,33.7,149,No Failure,8.699999999999989,5455.9,5021.3
H,303.7,312.5,1520,35.6,154,No Failure,8.800000000000011,5666.6,5482.400000000001
M,303.8,312.6,1406,47.1,162,No Failure,8.800000000000011,6934.8,7630.2
L,303.7,312.5,1462,46.2,165,No Failure,8.800000000000011,7073.2,7623.000000000001
M,303.8,312.6,1684,29.3,167,No Failure,8.800000000000011,5167.0,4893.1
H,303.8,312.5,1655,28.0,170,No Failure,8.699999999999989,4852.7,4760.0
L,303.7,312.5,1481,33.3,182,No Failure,8.800000000000011,5164.5,6060.599999999999
L,303.7,312.4,1525,43.9,188,No Failure,8.699999999999989,7010.7,8253.199999999999
M,303.8,312.5,1448,44.3,195,No Failure,8.699999999999989,6717.4,8638.5
M,303.8,312.4,1597,33.4,203,No Failure,8.599999999999966,5585.7,6780.2
H,303.8,312.5,1525,38.0,209,No Failure,8.699999999999989,6068.5,7942.0
L,303.6,312.3,2168,17.7,219,No Failure,8.699999999999989,4018.5,3876.2999999999997
M,303.6,312.3,1630,32.4,223,No Failure,8.699999999999989,5530.5,7225.2
L,303.6,312.3,1616,29.3,226,No Failure,8.699999999999989,4958.4,6621.8
L,303.6,312.4,2232,16.8,0,No Failure,8.799999999999955,3926.7,0.0
H,303.6,312.4,1436,45.6,9,No Failure,8.799999999999955,6857.2,410.40000000000003
M,303.6,312.5,1459,48.2,17,No Failure,8.899999999999977,7364.3,819.4000000000001
L,303.5,312.4,1481,43.7,20,No Failure,8.899999999999977,6777.4,874.0
M,303.5,312.4,1606,31.7,22,No Failure,8.899999999999977,5331.3,697.4
L,303.5,312.3,1681,29.8,25,No Failure,8.800000000000011,5245.8,745.0
L,303.5,312.2,1511,37.1,27,No Failure,8.699999999999989,5870.4,1001.7
H,303.5,312.3,1386,49.0,35,No Failure,8.800000000000011,7111.9,1715.0
H,303.4,312.3,1769,27.9,40,No Failure,8.900000000000034,5168.5,1116.0
M,303.4,312.2,1561,38.2,45,No Failure,8.800000000000011,6244.5,1719.0000000000002
L,303.3,312.2,1457,40.7,48,No Failure,8.899999999999977,6209.9,1953.6000000000001
L,303.3,312.2,1506,40.0,50,No Failure,8.899999999999977,6308.3,2000.0
L,303.4,312.3,1287,54.8,54,No Failure,8.900000000000034,7385.6,2959.2
H,303.4,312.3,1522,42.1,62,No Failure,8.900000000000034,6710.0,2610.2000000000003
L,303.4,312.3,1680,30.6,67,No Failure,8.900000000000034,5383.4,2050.2000000000003
L,303.4,312.3,1502,36.0,69,No Failure,8.900000000000034,5662.4,2484.0
M,303.5,312.3,1543,33.3,71,No Failure,8.800000000000011,5380.7,2364.2999999999997
L,303.5,312.4,1340,44.5,76,No Failure,8.899999999999977,6244.4,3382.0
M,303.3,312.1,1693,30.0,80,No Failure,8.800000000000011,5318.7,2400.0
H,303.4,312.2,1554,36.8,85,No Failure,8.800000000000011,5988.6,3127.9999999999995
L,303.4,312.3,1479,42.8,92,No Failure,8.900000000000034,6628.9,3937.6
L,303.5,312.4,1284,70.6,94,Power Failure,8.899999999999977,9492.9,6636.4
M,303.5,312.4,1606,30.1,98,No Failure,8.899999999999977,5062.2,2949.8
L,303.6,312.5,1286,62.4,101,No Failure,8.899999999999977,8403.4,6302.4
M,303.6,312.7,1699,31.5,105,No Failure,9.099999999999966,5604.4,3307.5
L,303.5,312.6,1602,34.2,108,No Failure,9.100000000000023,5737.4,3693.6000000000004
H,303.6,312.6,1436,42.0,110,No Failure,9.0,6315.9,4620.0
L,303.6,312.7,1418,44.1,118,No Failure,9.099999999999966,6548.5,5203.8
M,303.7,312.7,1669,31.7,120,No Failure,9.0,5540.4,3804.0
L,303.7,312.7,1395,53.9,123,No Failure,9.0,7873.9,6629.7
M,303.8,312.7,1500,41.7,125,No Failure,8.899999999999977,6550.2,5212.5
M,303.8,312.7,1555,33.4,128,No Failure,8.899999999999977,5438.8,4275.2
M,303.8,312.7,1919,20.2,131,No Failure,8.899999999999977,4059.3,2646.2
L,303.8,312.7,1596,36.6,134,No Failure,8.899999999999977,6117.1,4904.400000000001
M,303.8,312.7,1374,53.6,136,No Failure,8.899999999999977,7712.2,7289.6
M,303.8,312.5,1366,45.1,143,No Failure,8.699999999999989,6451.4,6449.3
M,303.8,312.5,2344,15.2,146,No Failure,8.699999999999989,3731.0,2219.2
L,303.8,312.5,1523,47.0,152,No Failure,8.699999999999989,7495.9,7144.0
L,303.8,312.6,1735,25.9,154,No Failure,8.800000000000011,4705.7,3988.6
L,303.9,312.7,1339,62.3,156,No Failure,8.800000000000011,8735.7,9718.8
L,303.9,312.7,1800,24.3,158,No Failure,8.800000000000011,4580.4,3839.4
L,303.9,312.7,1602,33.9,165,No Failure,8.800000000000011,5687.1,5593.5
M,303.8,312.7,1364,49.3,167,No Failure,8.899999999999977,7041.9,8233.1
L,303.8,312.6,1793,28.1,170,No Failure,8.800000000000011,5276.1,4777.0
L,303.9,312.6,1426,53.4,172,No Failure,8.700000000000045,7974.2,9184.8
M,303.9,312.7,1485,43.3,174,No Failure,8.800000000000011,6733.5,7534.2
L,303.9,312.7,1528,38.4,177,No Failure,8.800000000000011,6144.5,6796.8
L,303.8,312.6,1565,36.0,179,No Failure,8.800000000000011,5899.9,6444.0
L,303.8,312.7,1838,27.8,181,No Failure,8.899999999999977,5350.8,5031.8
H,303.8,312.6,1811,24.9,183,No Failure,8.800000000000011,4722.2,4556.7
L,303.7,312.7,1426,45.5,192,No Failure,9.0,6794.5,8736.0
L,303.7,312.7,1359,56.8,194,Overstrain Failure,9.0,8083.4,11019.199999999999
L,303.6,312.7,1429,47.7,198,No Failure,9.099999999999966,7138.0,9444.6
M,303.7,312.8,1558,37.7,206,No Failure,9.100000000000023,6150.9,7766.200000000001
L,303.7,313.0,1811,24.3,209,No Failure,9.300000000000011,4608.4,5078.7
L,303.8,313.1,1869,25.8,211,No Failure,9.300000000000011,5049.6,5443.8
L,303.7,312.9,1502,40.5,0,No Failure,9.199999999999989,6370.2,0.0
M,303.7,313.0,1303,54.4,2,No Failure,9.300000000000011,7422.9,108.8
L,303.8,313.1,2497,13.0,5,Power Failure,9.300000000000011,3399.3,65.0
M,303.9,313.0,1475,41.0,11,No Failure,9.100000000000023,6332.9,451.0
L,303.8,312.9,1573,34.6,14,No Failure,9.099999999999966,5699.5,484.40000000000003
L,303.6,312.6,1540,39.8,21,No Failure,9.0,6418.5,835.8
M,303.7,312.9,1532,41.3,32,No Failure,9.199999999999989,6625.8,1321.6
L,303.7,312.8,1832,23.6,35,No Failure,9.100000000000023,4527.6,826.0
M,303.6,312.7,2174,17.6,37,No Failure,9.099999999999966,4006.8,651.2
L,303.7,312.8,1437,51.3,42,No Failure,9.100000000000023,7719.7,2154.6
L,303.7,312.8,1364,46.3,44,No Failure,9.100000000000023,6613.4,2037.1999999999998
L,303.8,312.9,1442,48.3,52,No Failure,9.099999999999966,7293.6,2511.6
H,303.7,312.8,1488,42.8,54,No Failure,9.100000000000023,6669.2,2311.2
L,303.7,312.8,1523,40.7,59,No Failure,9.100000000000023,6491.2,2401.3
L,303.7,312.8,1543,38.3,61,No Failure,9.100000000000023,6188.6,2336.2999999999997
M,303.7,312.8,1634,33.8,63,No Failure,9.100000000000023,5783.6,2129.3999999999996
L,303.8,313.0,1452,38.6,72,No Failure,9.199999999999989,5869.2,2779.2000000000003
L,303.9,313.0,1759,28.4,74,No Failure,9.100000000000023,5231.3,2101.6
L,303.9,313.0,1408,47.5,76,No Failure,9.100000000000023,7003.7,3610.0
M,303.9,313.0,1620,36.6,80,No Failure,9.100000000000023,6209.0,2928.0
L,304.0,313.0,1350,61.1,88,No Failure,9.0,8637.8,5376.8
M,304.0,313.0,1575,34.5,92,No Failure,9.0,5690.2,3174.0
L,303.9,313.1,1639,29.0,95,No Failure,9.200000000000045,4977.4,2755.0
L,303.9,313.2,1481,40.0,100,No Failure,9.300000000000011,6203.6,4000.0
L,304.0,313.3,1294,54.6,102,No Failure,9.300000000000011,7398.7,5569.2
M,303.9,313.2,1630,29.3,104,No Failure,9.300000000000011,5001.3,3047.2000000000003
M,303.9,313.2,1624,39.8,107,No Failure,9.300000000000011,6768.6,4258.599999999999
M,303.9,313.1,1437,48.3,110,No Failure,9.200000000000045,7268.3,5313.0
M,303.8,313.0,1514,45.0,113,No Failure,9.199999999999989,7134.6,5085.0
M,303.9,313.1,1514,41.1,121,No Failure,9.200000000000045,6516.2,4973.1
M,304.0,313.2,1500,40.6,124,No Failure,9.199999999999989,6377.4,5034.400000000001
L,304.0,313.2,1615,37.8,127,No Failure,9.199999999999989,6392.8,4800.599999999999
M,304.1,313.2,1586,41.1,129,No Failure,9.099999999999966,6826.1,5301.900000000001
L,304.1,313.3,1732,28.5,132,No Failure,9.199999999999989,5169.2,3762.0
H,304.1,313.2,1586,34.6,139,No Failure,9.099999999999966,5746.6,4809.400000000001
L,304.1,313.2,1569,35.8,146,No Failure,9.099999999999966,5882.1,5226.799999999999
L,304.1,313.2,1468,39.4,148,No Failure,9.099999999999966,6056.9,5831.2
M,304.1,313.2,1510,46.9,152,No Failure,9.099999999999966,7416.1,7128.8
M,304.1,313.2,1410,42.4,155,No Failure,9.099999999999966,6260.6,6572.0
M,304.1,313.3,1680,29.3,158,No Failure,9.199999999999989,5154.7,4629.400000000001
H,304.0,313.1,1472,45.5,166,No Failure,9.100000000000023,7013.7,7553.0
L,303.9,313.0,1433,48.4,178,No Failure,9.100000000000023,7263.1,8615.199999999999
L,303.8,312.9,1619,35.7,182,No Failure,9.099999999999966,6052.6,6497.400000000001
M,303.9,312.9,1430,53.5,189,No Failure,9.0,8011.6,10111.5
L,303.8,312.9,1367,49.9,192,No Failure,9.099999999999966,7143.3,9580.8
L,303.9,312.8,1419,47.9,196,No Failure,8.900000000000034,7117.8,9388.4
L,304.0,312.8,1542,42.7,198,No Failure,8.800000000000011,6895.1,8454.6
L,304.0,312.9,1363,62.5,200,Overstrain Failure,8.899999999999977,8920.8,12500.0
L,304.0,312.9,1313,53.9,202,No Failure,8.899999999999977,7411.1,10887.8
H,304.0,312.9,1495,46.6,0,No Failure,8.899999999999977,7295.5,0.0
L,304.1,313.0,1566,37.2,7,No Failure,8.899999999999977,6100.5,260.40000000000003
M,304.2,313.2,1380,48.7,17,No Failure,9.0,7037.8,827.9000000000001
M,304.2,313.1,1608,31.1,20,No Failure,8.900000000000034,5236.9,622.0
M,304.0,313.0,1454,46.8,30,No Failure,9.0,7125.9,1404.0
L,304.1,313.2,1366,46.6,35,No Failure,9.099999999999966,6666.0,1631.0
L,304.2,313.2,1464,44.9,37,No Failure,9.0,6883.6,1661.3
L,304.3,313.3,1775,24.9,39,No Failure,9.0,4628.4,971.0999999999999
M,304.3,313.4,1482,43.8,41,No Failure,9.099999999999966,6797.5,1795.8
L,304.2,313.3,1410,51.6,47,No Failure,9.100000000000023,7619.0,2425.2000000000003
L,304.1,313.1,1969,20.8,59,No Failure,9.0,4288.8,1227.2
M,304.0,313.0,1377,56.0,61,No Failure,9.0,8075.1,3416.0
L,304.0,313.1,1465,41.0,69,No Failure,9.100000000000023,6290.0,2829.0
M,303.9,313.1,1483,47.2,71,No Failure,9.200000000000045,7330.1,3351.2000000000003
L,303.9,313.2,1345,48.2,77,No Failure,9.300000000000011,6788.9,3711.4
M,303.9,313.2,1608,40.6,79,No Failure,9.300000000000011,6836.6,3207.4
M,304.0,313.3,1415,52.8,82,No Failure,9.300000000000011,7823.8,4329.599999999999
M,304.1,313.5,1470,45.8,85,No Failure,9.399999999999977,7050.4,3892.9999999999995
H,304.2,313.5,1627,32.2,91,No Failure,9.300000000000011,5486.2,2930.2000000000003
L,304.2,313.4,1475,40.2,98,No Failure,9.199999999999989,6209.4,3939.6000000000004
L,304.2,313.5,1438,50.1,100,No Failure,9.300000000000011,7544.4,5010.0
M,304.1,313.4,1518,42.4,105,No Failure,9.299999999999955,6740.1,4452.0
M,304.1,313.5,1587,33.6,108,No Failure,9.399999999999977,5584.0,3628.8
L,304.1,313.4,1399,43.7,111,No Failure,9.299999999999955,6402.2,4850.700000000001
L,304.1,313.4,1374,56.6,115,No Failure,9.299999999999955,8143.9,6509.0
L,303.9,313.3,1394,51.6,121,No Failure,9.400000000000034,7532.5,6243.6
M,304.0,313.4,1389,45.8,123,No Failure,9.399999999999977,6661.9,5633.4
M,304.0,313.5,1732,26.2,126,No Failure,9.5,4752.0,3301.2
L,304.1,313.6,1556,37.4,129,No Failure,9.5,6094.1,4824.599999999999
M,304.1,313.6,1441,43.7,131,No Failure,9.5,6594.4,5724.700000000001
M,304.2,313.8,1481,44.9,136,No Failure,9.600000000000023,6963.5,6106.4
M,304.2,313.7,2113,18.4,139,No Failure,9.5,4071.4,2557.6
M,304.2,313.6,1512,33.4,146,No Failure,9.400000000000034,5288.4,4876.4
L,304.2,313.6,1469,40.0,154,No Failure,9.400000000000034,6153.3,6160.0
H,304.2,313.5,1684,29.8,156,No Failure,9.300000000000011,5255.2,4648.8
M,304.2,313.5,1532,41.3,161,No Failure,9.300000000000011,6625.8,6649.299999999999
M,304.2,313.5,1557,37.3,164,No Failure,9.300000000000011,6081.7,6117.2
M,304.3,313.5,1416,48.1,167,No Failure,9.199999999999989,7132.4,8032.7
M,304.3,313.5,2245,15.1,172,No Failure,9.199999999999989,3549.9,2597.2
L,304.2,313.4,1434,42.5,175,No Failure,9.199999999999989,6382.1,7437.5
L,304.2,313.3,1668,35.7,180,No Failure,9.100000000000023,6235.8,6426.000000000001
L,304.1,313.3,1452,43.9,182,No Failure,9.199999999999989,6675.1,7989.8
L,304.1,313.2,1824,25.8,186,No Failure,9.099999999999966,4928.0,4798.8
L,304.1,313.3,1438,45.5,188,No Failure,9.199999999999989,6851.7,8554.0
L,304.1,313.3,1883,24.5,190,No Failure,9.199999999999989,4831.1,4655.0
L,304.2,313.4,1735,28.9,192,No Failure,9.199999999999989,5250.8,5548.799999999999
L,304.3,313.5,1464,36.7,194,No Failure,9.199999999999989,5626.5,7119.8
M,304.4,313.6,1510,38.9,199,No Failure,9.200000000000045,6151.1,7741.099999999999
L,304.4,313.6,1568,39.1,0,No Failure,9.200000000000045,6420.2,0.0
L,304.4,313.7,1607,33.5,5,No Failure,9.300000000000011,5637.5,167.5
L,304.5,313.7,1670,32.9,7,No Failure,9.199999999999989,5753.6,230.29999999999998
L,304.4,313.6,1585,38.9,9,No Failure,9.200000000000045,6456.7,350.09999999999997
L,304.4,313.6,1507,43.1,13,No Failure,9.200000000000045,6801.7,560.3000000000001
L,304.3,313.5,1452,41.5,15,No Failure,9.199999999999989,6310.2,622.5
L,304.3,313.5,2643,12.7,21,No Failure,9.199999999999989,3515.0,266.7
L,304.2,313.4,1644,31.7,23,No Failure,9.199999999999989,5457.4,729.1
L,304.2,313.4,1568,37.6,25,No Failure,9.199999999999989,6173.9,940.0
L,304.1,313.3,1459,50.3,39,No Failure,9.199999999999989,7685.1,1961.6999999999998
L,304.2,313.4,1490,44.0,41,No Failure,9.199999999999989,6865.4,1804.0
M,304.1,313.2,2028,18.9,45,No Failure,9.099999999999966,4013.8,850.4999999999999
M,304.3,313.4,1624,32.1,53,No Failure,9.099999999999966,5459.1,1701.3000000000002
L,304.2,313.4,1421,43.4,56,No Failure,9.199999999999989,6458.2,2430.4
L,304.2,313.4,1639,32.7,63,No Failure,9.199999999999989,5612.5,2060.1000000000004
H,304.1,313.4,1696,29.6,65,No Failure,9.299999999999955,5257.1,1924.0
L,304.1,313.3,1470,39.9,70,No Failure,9.199999999999989,6142.1,2793.0
M,304.1,313.3,1480,38.4,72,No Failure,9.199999999999989,5951.4,2764.7999999999997
L,304.2,313.4,1740,28.2,78,No Failure,9.199999999999989,5138.4,2199.6
M,304.2,313.5,1739,28.1,80,No Failure,9.300000000000011,5117.2,2248.0
L,304.2,313.4,1740,23.7,86,No Failure,9.199999999999989,4318.4,2038.2
M,304.0,313.3,1844,27.1,88,No Failure,9.300000000000011,5233.1,2384.8
H,304.0,313.1,1388,53.2,91,No Failure,9.100000000000023,7732.7,4841.2
M,304.0,313.1,1450,42.8,101,No Failure,9.100000000000023,6498.9,4322.799999999999
L,304.0,313.2,1584,38.7,104,No Failure,9.199999999999989,6419.4,4024.8
L,304.0,313.1,1720,28.7,106,No Failure,9.100000000000023,5169.4,3042.2
L,303.9,313.1,1586,31.9,108,No Failure,9.200000000000045,5298.1,3445.2
L,304.0,313.0,1397,42.4,113,No Failure,9.0,6202.8,4791.2
L,304.0,313.0,2012,21.1,115,No Failure,9.0,4445.7,2426.5
L,304.0,313.0,2354,15.0,117,No Failure,9.0,3697.7,1755.0
L,304.0,313.1,1648,35.7,119,No Failure,9.100000000000023,6161.0,4248.3
L,304.0,313.2,1632,30.6,121,No Failure,9.199999999999989,5229.6,3702.6000000000004
M,304.1,313.2,1427,46.9,123,No Failure,9.099999999999966,7008.5,5768.7
L,304.1,313.2,1452,48.0,126,No Failure,9.099999999999966,7298.5,6048.0
L,303.9,313.1,1310,62.9,130,No Failure,9.200000000000045,8628.8,8177.0
M,303.9,313.1,1668,34.4,137,No Failure,9.200000000000045,6008.7,4712.8
L,303.9,313.0,1551,36.8,140,No Failure,9.100000000000023,5977.1,5152.0
H,303.8,312.9,1570,35.8,147,No Failure,9.099999999999966,5885.9,5262.599999999999
L,303.8,312.8,1428,53.3,152,No Failure,9.0,7970.5,8101.599999999999
L,303.7,312.7,1335,51.1,161,No Failure,9.0,7143.8,8227.1
M,303.7,312.6,1671,30.5,163,No Failure,8.900000000000034,5337.1,4971.5
L,303.7,312.7,1989,22.4,166,No Failure,9.0,4665.6,3718.3999999999996
H,303.7,312.6,1711,27.6,170,No Failure,8.900000000000034,4945.2,4692.0
L,303.7,312.6,1466,42.5,183,No Failure,8.900000000000034,6524.6,7777.5
L,303.7,312.5,1433,53.6,185,No Failure,8.800000000000011,8043.4,9916.0
L,303.7,312.5,1397,45.7,187,No Failure,8.800000000000011,6685.6,8545.9
M,303.7,312.6,1429,43.3,189,No Failure,8.900000000000034,6479.6,8183.7
L,303.7,312.7,1572,37.2,192,No Failure,9.0,6123.8,7142.400000000001
M,303.7,312.7,1532,42.7,194,No Failure,9.0,6850.4,8283.800000000001
L,303.8,313.0,1365,59.9,205,Overstrain Failure,9.199999999999989,8562.3,12279.5
L,303.8,313.0,1633,32.9,207,No Failure,9.199999999999989,5626.1,6810.299999999999
L,303.9,313.0,1626,31.4,209,No Failure,9.100000000000023,5346.6,6562.599999999999
L,303.9,313.1,1665,29.6,0,No Failure,9.200000000000045,5161.0,0.0
L,303.9,313.0,1403,48.3,10,No Failure,9.100000000000023,7096.3,483.0
M,303.9,313.1,1343,61.4,14,No Failure,9.200000000000045,8635.2,859.6
H,303.9,313.1,1790,26.7,17,No Failure,9.200000000000045,5004.9,453.9
L,303.6,312.9,1381,57.8,27,No Failure,9.299999999999955,8358.9,1560.6
L,303.6,312.9,1450,45.3,29,No Failure,9.299999999999955,6878.5,1313.6999999999998
L,303.7,312.9,1461,50.1,31,No Failure,9.199999999999989,7665.1,1553.1000000000001
M,303.7,312.9,1511,41.0,33,No Failure,9.199999999999989,6487.5,1353.0
L,303.7,313.0,1457,44.1,40,No Failure,9.300000000000011,6728.6,1764.0
L,303.7,313.0,1694,28.0,44,No Failure,9.300000000000011,4967.1,1232.0
L,303.7,313.1,1683,28.4,46,No Failure,9.400000000000034,5005.3,1306.3999999999999
L,303.7,313.1,1496,47.4,48,No Failure,9.400000000000034,7425.7,2275.2
L,303.6,313.0,1575,38.3,54,No Failure,9.399999999999977,6317.0,2068.2
