type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_air_process,power_W,wear_x_torque_minNm
L,302.6,310.5,1511,37.2,197,7.899999999999977,5886.2,7328.400000000001
L,300.8,310.7,1633,27.8,0,9.899999999999977,4754.0,0.0
L,300.1,310.1,1569,43.5,17,10.0,7147.3,739.5
M,302.0,311.2,1418,49.5,17,9.199999999999989,7350.4,841.5
L,300.3,311.7,1452,41.5,172,11.399999999999977,6310.2,7138.0
H,300.0,311.4,1641,34.5,155,11.399999999999977,5928.7,5347.5
L,299.1,309.9,1586,36.6,215,10.799999999999955,6078.7,7869.0
L,300.6,310.7,1455,40.6,82,10.099999999999966,6186.1,3329.2000000000003
L,301.0,312.2,1510,39.9,61,11.199999999999989,6309.3,2433.9
L,301.2,312.4,1378,59.0,95,11.199999999999989,8513.9,5605.0
M,300.9,310.8,1695,30.2,188,9.900000000000034,5360.5,5677.599999999999
M,297.4,308.8,1359,48.7,220,11.400000000000034,6930.7,10714.0
L,298.0,307.8,1453,37.7,119,9.800000000000011,5736.3,4486.3
L,298.8,309.1,1512,40.7,156,10.300000000000011,6444.3,6349.200000000001
M,297.8,309.4,1495,36.5,132,11.599999999999966,5714.3,4818.0
L,298.9,310.0,1633,31.2,76,11.100000000000023,5335.4,2371.2
M,302.5,311.4,1629,31.7,225,8.899999999999977,5407.7,7132.5
M,298.6,309.3,1510,40.8,177,10.699999999999989,6451.6,7221.599999999999
L,296.9,308.1,1422,48.7,215,11.200000000000045,7252.0,10470.5
M,297.4,308.3,1535,34.6,51,10.900000000000034,5561.8,1764.6000000000001
H,300.9,310.7,1609,28.7,39,9.800000000000011,4835.8,1119.3
M,298.1,308.7,1315,56.8,59,10.599999999999966,7821.7,3351.2
L,300.5,310.4,1702,33.1,71,9.899999999999977,5899.5,2350.1
M,297.5,309.4,1433,48.3,139,11.899999999999977,7248.1,6713.7
L,298.1,307.7,1537,40.8,169,9.599999999999966,6566.9,6895.2
M,301.5,311.1,1507,38.6,149,9.600000000000023,6091.6,5751.400000000001
H,300.9,310.8,1477,38.4,31,9.900000000000034,5939.4,1190.3999999999999
L,300.7,310.2,1493,35.9,10,9.5,5612.8,359.0
M,304.0,313.2,1437,53.9,7,9.199999999999989,8111.0,377.3
M,300.4,309.7,1367,51.2,143,9.300000000000011,7329.4,7321.6
M,297.2,308.5,1584,40.0,4,11.300000000000011,6635.0,160.0
M,300.1,311.3,1495,41.0,193,11.199999999999989,6418.8,7913.0
L,298.4,308.0,1526,41.1,162,9.600000000000023,6567.9,6658.2
H,301.4,310.7,1329,52.0,160,9.300000000000011,7237.0,8320.0
L,300.4,309.3,1671,35.0,209,8.900000000000034,6124.5,7315.0
M,302.6,311.0,1589,39.0,122,8.399999999999977,6489.6,4758.0
L,302.1,311.4,1686,30.9,106,9.299999999999955,5455.6,3275.3999999999996
H,298.9,310.1,1458,44.3,156,11.200000000000045,6763.8,6910.799999999999
M,299.5,309.0,1602,31.3,210,9.5,5250.9,6573.0
H,297.7,308.5,1720,29.9,210,10.800000000000011,5385.5,6279.0
M,297.6,308.9,1433,43.2,206,11.299999999999955,6482.7,8899.2
L,298.8,309.8,1663,28.2,67,11.0,4911.0,1889.3999999999999
M,300.9,311.4,1434,45.4,118,10.5,6817.6,5357.2
L,302.8,312.2,1458,51.0,42,9.399999999999977,7786.8,2142.0
L,301.9,310.9,1597,36.9,50,9.0,6171.1,1845.0
H,298.6,309.4,1362,45.3,56,10.799999999999955,6461.1,2536.7999999999997
M,298.8,309.6,1384,48.2,39,10.800000000000011,6985.7,1879.8000000000002
L,298.0,308.2,1442,44.1,204,10.199999999999989,6659.4,8996.4
L,301.3,310.3,1313,55.6,127,9.0,7644.8,7061.2
M,297.2,308.0,1478,42.5,56,10.800000000000011,6578.0,2380.0
L,298.9,308.6,1771,24.1,213,9.700000000000045,4469.6,5133.3
L,300.7,309.6,1505,34.9,7,8.900000000000034,5500.4,244.29999999999998
H,304.0,313.2,1517,43.1,96,9.199999999999989,6846.9,4137.6
L,298.0,308.0,1433,39.2,87,10.0,5882.5,3410.4
L,297.2,308.1,1712,30.9,204,10.900000000000034,5539.8,6303.599999999999
H,295.6,306.1,1623,30.9,210,10.5,5251.8,6489.0
L,302.8,312.4,1368,49.5,10,9.599999999999966,7091.2,495.0
L,295.3,305.7,1475,51.0,187,10.399999999999977,7877.5,9537.0
H,303.1,312.8,1435,41.9,115,9.699999999999989,6296.4,4818.5
L,299.4,308.8,1627,32.6,124,9.400000000000034,5554.4,4042.4
L,297.3,308.4,1417,47.8,31,11.099999999999966,7092.9,1481.8
L,298.6,309.6,1611,35.7,23,11.0,6022.7,821.1
M,301.1,311.2,1591,35.0,208,10.099999999999966,5831.3,7280.0
M,297.8,307.8,1543,43.7,8,10.0,7061.2,349.6
L,302.1,311.4,1446,39.7,95,9.299999999999955,6011.6,3771.5000000000005
M,303.0,311.1,1490,43.0,108,8.100000000000023,6709.4,4644.0
L,297.4,309.1,1478,49.8,150,11.700000000000045,7707.8,7470.0
M,299.7,309.2,1685,28.9,179,9.5,5099.5,5173.099999999999
L,299.0,310.1,1583,35.8,142,11.100000000000023,5934.6,5083.599999999999
M,300.1,310.1,1402,46.6,10,10.0,6841.7,466.0
M,299.6,309.0,1245,64.0,120,9.399999999999977,8344.1,7680.0
M,300.3,311.7,1447,36.8,0,11.399999999999977,5576.3,0.0
L,303.7,313.0,1753,29.0,42,9.300000000000011,5323.6,1218.0
L,295.8,306.4,1399,47.6,84,10.599999999999966,6973.5,3998.4
H,300.9,310.5,1512,41.2,49,9.600000000000023,6523.5,2018.8000000000002
L,296.2,307.0,1414,48.3,162,10.800000000000011,7152.0,7824.599999999999
M,302.1,310.8,1504,37.5,42,8.699999999999989,5906.2,1575.0
M,297.5,308.6,1349,51.5,21,11.100000000000023,7275.2,1081.5
L,297.2,307.9,1469,48.2,144,10.699999999999989,7414.8,6940.8
L,299.5,309.2,1690,29.2,108,9.699999999999989,5167.7,3153.6
L,298.9,310.2,1706,27.6,103,11.300000000000011,4930.8,2842.8
M,299.7,309.6,1540,34.4,91,9.900000000000034,5547.6,3130.4
L,301.5,310.5,1396,44.5,117,9.0,6505.4,5206.5
L,296.5,307.6,1607,33.5,104,11.100000000000023,5637.5,3484.0
H,298.6,309.5,1523,34.2,119,10.899999999999977,5454.5,4069.8
L,300.2,309.8,1526,45.6,175,9.600000000000023,7287.0,7980.0
L,298.8,308.6,1584,34.4,42,9.800000000000011,5706.1,1444.8
L,298.5,309.5,1561,34.8,35,11.0,5688.7,1218.0
M,301.8,310.7,1429,47.9,53,8.899999999999977,7168.0,2538.7
M,301.7,310.6,1505,44.5,146,8.900000000000034,7013.3,6497.0
M,297.6,308.6,1482,38.3,39,11.0,5944.0,1493.6999999999998
L,304.1,313.1,1666,34.6,33,9.0,6036.4,1141.8
M,299.6,310.9,1530,38.8,198,11.299999999999955,6216.6,7682.4
L,297.2,307.9,1493,38.4,146,10.699999999999989,6003.7,5606.4
L,300.2,309.5,1356,51.1,133,9.300000000000011,7256.2,6796.3
M,299.7,310.5,1594,35.4,134,10.800000000000011,5909.1,4743.599999999999
L,298.0,308.2,1459,42.1,146,10.199999999999989,6432.3,6146.6
L,300.5,310.6,1448,46.3,173,10.100000000000023,7020.7,8009.9
L,300.7,310.9,1521,39.4,61,10.199999999999989,6275.6,2403.4
M,302.2,310.8,1356,48.3,36,8.600000000000023,6858.6,1738.8
L,301.3,310.8,1450,46.9,59,9.5,7121.5,2767.1
L,295.6,306.2,1428,44.5,51,10.599999999999966,6654.5,2269.5
L,299.2,310.2,1458,47.0,183,11.0,7176.0,8601.0
M,299.6,310.1,1646,29.6,73,10.5,5102.1,2160.8
M,297.4,308.4,1620,35.8,215,11.0,6073.3,7696.999999999999
H,300.3,311.6,1339,53.4,123,11.300000000000011,7487.7,6568.2
M,300.8,309.7,1258,54.9,168,8.899999999999977,7232.4,9223.199999999999
M,298.9,308.2,1328,49.2,11,9.300000000000011,6842.1,541.2
L,299.7,311.0,1827,25.4,194,11.300000000000011,4859.6,4927.599999999999
M,300.5,311.4,1390,51.9,68,10.899999999999977,7554.6,3529.2
M,298.5,309.3,1488,43.7,189,10.800000000000011,6809.5,8259.300000000001
L,302.0,309.8,1701,27.2,4,7.800000000000011,4845.1,108.8
L,300.0,309.0,1709,32.1,79,9.0,5744.8,2535.9
L,300.7,311.8,1486,47.3,19,11.100000000000023,7360.5,898.6999999999999
L,298.9,310.1,1466,43.4,50,11.200000000000045,6662.7,2170.0
M,298.8,309.8,1534,37.0,47,11.0,5943.7,1739.0
M,300.4,311.4,1352,57.3,116,11.0,8112.6,6646.799999999999
L,301.0,312.1,1405,46.1,79,11.100000000000023,6782.8,3641.9
M,299.2,308.2,1674,28.2,14,9.0,4943.5,394.8
L,297.3,308.3,1471,38.2,37,11.0,5884.4,1413.4
L,299.3,309.1,1795,24.7,187,9.800000000000011,4642.9,4618.9
H,298.3,309.6,1546,36.2,177,11.300000000000011,5860.7,6407.400000000001
H,298.0,309.1,1557,36.4,65,11.100000000000023,5935.0,2366.0
M,300.4,310.2,1613,36.9,231,9.800000000000011,6232.9,8523.9
L,297.9,308.8,1386,48.6,75,10.900000000000034,7053.9,3645.0
L,298.2,308.6,1433,39.5,7,10.400000000000034,5927.5,276.5
L,304.0,313.1,1404,47.1,90,9.100000000000023,6924.9,4239.0
L,302.6,310.4,1743,26.3,191,7.7999999999999545,4800.4,5023.3
L,295.6,306.2,1612,31.2,131,10.599999999999966,5266.8,4087.2
L,299.6,310.6,1642,35.1,149,11.0,6035.4,5229.900000000001
M,298.0,307.8,1483,50.9,26,9.800000000000011,7904.7,1323.3999999999999
M,300.2,311.0,2370,14.7,144,10.800000000000011,3648.3,2116.7999999999997
M,299.7,311.0,1506,42.7,85,11.300000000000011,6734.1,3629.5000000000005
L,298.7,309.8,1539,33.4,2,11.100000000000023,5382.9,66.8
L,303.3,311.8,1692,30.6,18,8.5,5421.9,550.8000000000001
L,303.6,313.0,1593,31.6,52,9.399999999999977,5271.5,1643.2
M,298.8,310.0,1529,38.5,77,11.199999999999989,6164.5,2964.5
M,302.4,311.9,1313,55.7,102,9.5,7658.6,5681.400000000001
L,301.9,309.6,1446,43.2,225,7.7000000000000455,6541.5,9720.0
L,301.8,311.3,1551,35.8,61,9.5,5814.6,2183.7999999999997
M,299.5,309.3,1675,29.2,132,9.800000000000011,5121.8,3854.4
L,298.8,308.6,1431,45.7,97,9.800000000000011,6848.3,4432.900000000001
L,297.2,307.9,1989,20.3,186,10.699999999999989,4228.2,3775.8
L,302.9,312.5,1683,32.1,85,9.600000000000023,5657.4,2728.5
L,300.3,311.5,1552,38.9,23,11.199999999999989,6322.2,894.6999999999999
L,299.0,310.1,1531,36.0,57,11.100000000000023,5771.7,2052.0
L,298.4,309.0,2304,15.1,89,10.600000000000023,3643.2,1343.8999999999999
M,300.5,309.9,1552,41.3,116,9.399999999999977,6712.3,4790.799999999999
M,303.7,312.3,1756,26.4,190,8.600000000000023,4854.6,5016.0
M,301.2,310.9,1359,50.8,118,9.699999999999989,7229.6,5994.4
L,299.5,309.0,1498,44.6,101,9.5,6996.4,4504.6
L,297.2,308.6,1917,24.1,54,11.400000000000034,4838.0,1301.4
L,298.6,308.4,1562,34.4,25,9.799999999999955,5626.9,860.0
L,301.2,310.7,1951,21.3,44,9.5,4351.8,937.2
M,301.5,310.5,1774,25.5,121,9.0,4737.2,3085.5
M,298.3,309.0,1526,36.9,20,10.699999999999989,5896.7,738.0
L,297.4,309.4,1401,45.9,49,12.0,6734.1,2249.1
L,301.8,310.8,1576,38.6,38,9.0,6370.5,1466.8
L,298.0,308.9,1500,36.7,104,10.899999999999977,5764.8,3816.8
M,297.4,308.0,1601,34.6,181,10.600000000000023,5800.9,6262.6
L,299.2,310.6,1370,61.9,42,11.400000000000034,8880.5,2599.7999999999997
M,300.2,310.3,1448,40.1,209,10.100000000000023,6080.5,8380.9
M,298.9,310.2,1331,49.0,121,11.300000000000011,6829.7,5929.0
L,302.5,311.5,1603,32.4,194,9.0,5438.9,6285.599999999999
L,302.5,311.5,1802,26.4,192,9.0,4981.8,5068.799999999999
L,297.4,308.4,1664,28.1,67,11.0,4896.5,1882.7
L,298.2,308.8,1442,47.0,18,10.600000000000023,7097.3,846.0
M,298.9,310.0,1456,43.8,15,11.100000000000023,6678.3,657.0
L,298.3,308.5,1453,42.9,89,10.199999999999989,6527.6,3818.1
M,296.9,307.9,1979,20.4,68,11.0,4227.7,1387.1999999999998
L,298.2,309.4,1398,52.9,79,11.199999999999989,7744.5,4179.099999999999
M,300.5,309.5,1691,27.6,67,9.0,4887.4,1849.2
L,299.1,310.2,1496,45.0,104,11.099999999999966,7049.7,4680.0
H,303.4,311.9,1402,50.0,54,8.5,7340.9,2700.0
M,303.7,313.0,1469,39.9,137,9.300000000000011,6137.9,5466.3
H,298.5,309.1,2051,19.0,184,10.600000000000023,4080.8,3496.0
M,298.0,308.6,1376,55.7,214,10.600000000000023,8026.1,11919.800000000001
L,301.3,311.1,1413,42.0,221,9.800000000000011,6214.7,9282.0
L,298.2,308.2,1478,50.1,166,10.0,7754.3,8316.6
L,298.6,309.8,1704,28.3,64,11.199999999999989,5049.9,1811.2
L,302.3,311.0,1428,47.9,174,8.699999999999989,7163.0,8334.6
L,301.3,310.4,1504,47.2,193,9.099999999999966,7433.9,9109.6
M,302.0,310.5,1381,58.4,201,8.5,8445.7,11738.4
L,298.5,309.4,1418,45.1,148,10.899999999999977,6697.0,6674.8
L,297.5,308.4,1633,33.3,213,10.899999999999977,5694.5,7092.9
H,298.1,307.6,1542,37.1,84,9.5,5990.8,3116.4
L,300.7,310.6,1288,47.2,216,9.900000000000034,6366.3,10195.2
L,297.7,309.7,1498,41.0,176,12.0,6431.7,7216.0
H,298.4,307.9,1605,31.0,18,9.5,5210.3,558.0
M,301.5,310.6,1424,47.0,26,9.100000000000023,7008.7,1222.0
L,302.7,312.2,1447,47.5,166,9.5,7197.7,7885.0
L,300.0,310.5,1606,33.5,135,10.5,5634.0,4522.5
L,301.6,311.3,1706,29.9,93,9.699999999999989,5341.7,2780.7
L,295.8,306.6,1644,35.2,115,10.800000000000011,6060.0,4048.0000000000005
L,299.1,310.2,1352,52.8,41,11.099999999999966,7475.5,2164.7999999999997
M,302.9,311.0,1556,36.5,44,8.100000000000023,5947.5,1606.0
L,299.6,310.1,1384,49.8,11,10.5,7217.6,547.8
M,300.7,311.7,1504,36.9,229,11.0,5811.7,8450.1
L,298.9,310.2,1304,57.2,183,11.300000000000011,7810.9,10467.6
L,299.5,309.1,1476,47.8,223,9.600000000000023,7388.3,10659.4
H,297.4,308.7,1323,51.1,130,11.300000000000011,7079.6,6643.0
L,302.1,311.0,1351,49.5,196,8.899999999999977,7003.1,9702.0
H,303.9,313.0,1517,36.0,142,9.100000000000023,5719.0,5112.0
M,299.4,309.1,1500,43.3,10,9.700000000000045,6801.5,433.0
L,299.1,310.4,1450,40.9,85,11.299999999999955,6210.4,3476.5
M,300.8,310.8,1415,44.5,87,10.0,6593.9,3871.5
L,301.5,310.8,1785,25.5,120,9.300000000000011,4766.6,3060.0
L,298.3,309.1,1904,20.3,140,10.800000000000011,4047.5,2842.0
L,302.9,312.5,1550,45.5,72,9.600000000000023,7385.4,3276.0
M,300.9,311.5,1836,21.8,12,10.600000000000023,4191.4,261.6
M,299.0,310.2,1298,57.2,10,11.199999999999989,7775.0,572.0
M,297.2,308.3,1429,42.0,6,11.100000000000023,6285.1,252.0
L,300.2,310.6,1431,42.3,113,10.400000000000034,6338.8,4779.9
M,297.7,308.9,1573,35.1,9,11.199999999999989,5781.8,315.90000000000003
M,302.7,310.5,1398,47.3,70,7.800000000000011,6924.6,3311.0
M,302.9,312.2,1292,54.4,136,9.300000000000011,7360.2,7398.4
H,299.7,309.2,1355,44.8,127,9.5,6356.9,5689.599999999999
M,297.3,308.8,1447,57.4,134,11.5,8697.8,7691.599999999999
L,301.9,309.8,1507,44.7,131,7.900000000000034,7054.2,5855.700000000001
L,301.3,310.1,1558,36.3,184,8.800000000000011,5922.5,6679.2
L,297.4,309.4,1296,52.3,96,12.0,7098.0,5020.799999999999
L,303.0,312.7,2024,19.9,102,9.699999999999989,4217.9,2029.8
L,301.4,310.9,1440,45.4,177,9.5,6846.2,8035.8
L,297.2,307.9,1580,35.8,140,10.699999999999989,5923.4,5012.0
L,295.6,306.2,1443,48.9,33,10.599999999999966,7389.3,1613.7
L,297.8,307.8,1761,28.9,128,10.0,5329.5,3699.2
L,298.9,308.7,1356,50.7,185,9.800000000000011,7199.4,9379.5
L,303.1,311.2,1452,52.9,11,8.099999999999966,8043.6,581.9
L,298.8,309.7,1609,40.4,169,10.899999999999977,6807.2,6827.599999999999
L,301.4,310.7,1673,27.8,181,9.300000000000011,4870.5,5031.8
L,300.8,310.6,1666,36.2,144,9.800000000000011,6315.6,5212.8
L,299.3,309.2,2280,15.4,207,9.899999999999977,3676.9,3187.8
L,296.2,307.1,1441,41.7,3,10.900000000000034,6292.6,125.10000000000001
L,300.2,311.5,1492,41.8,128,11.300000000000011,6530.9,5350.4
M,297.4,308.7,1582,31.9,161,11.300000000000011,5284.8,5135.9
L,298.8,308.6,1535,41.2,40,9.800000000000011,6622.7,1648.0
L,300.0,311.1,1425,47.8,179,11.100000000000023,7133.0,8556.199999999999
L,302.0,310.8,2143,17.3,227,8.800000000000011,3882.4,3927.1000000000004
M,298.6,309.6,1397,54.1,47,11.0,7914.5,2542.7000000000003
M,302.3,311.0,1521,34.8,72,8.699999999999989,5542.9,2505.6
M,304.1,313.5,1428,39.9,88,9.399999999999977,5966.6,3511.2
H,297.3,308.2,1653,31.4,9,10.899999999999977,5435.4,282.59999999999997
L,299.8,309.3,1386,49.4,116,9.5,7170.0,5730.4
M,300.9,312.1,1851,23.0,156,11.200000000000045,4458.2,3588.0
L,301.0,310.5,1429,39.4,98,9.5,5896.0,3861.2
L,303.8,312.7,1461,38.2,188,8.899999999999977,5844.4,7181.6
M,301.5,311.1,1660,33.8,115,9.600000000000023,5875.6,3886.9999999999995
L,304.0,313.2,1314,47.1,144,9.199999999999989,6481.0,6782.400000000001
L,301.5,310.5,1453,44.2,129,9.0,6725.4,5701.8
L,298.9,309.8,1396,49.0,13,10.900000000000034,7163.3,637.0
L,297.9,307.9,1476,45.2,91,10.0,6986.4,4113.2
L,299.7,309.0,1412,49.2,85,9.300000000000011,7274.9,4182.0
M,300.6,309.4,1581,35.7,117,8.799999999999955,5910.6,4176.900000000001
L,298.3,309.5,1542,36.7,134,11.199999999999989,5926.2,4917.8
L,299.8,310.0,1361,53.8,167,10.199999999999989,7667.8,8984.6
H,295.6,306.0,1396,52.4,0,10.399999999999977,7660.3,0.0
L,296.3,307.2,1291,58.6,29,10.899999999999977,7922.3,1699.4
L,301.2,310.4,1515,38.4,51,9.199999999999989,6092.2,1958.3999999999999
L,299.8,310.2,1654,32.7,159,10.399999999999977,5663.9,5199.3
L,303.5,312.3,1584,35.2,74,8.800000000000011,5838.8,2604.8
M,298.9,308.9,1750,29.9,50,10.0,5479.5,1495.0
L,300.1,311.5,1659,31.1,203,11.399999999999977,5403.0,6313.3
L,298.4,308.6,1591,36.7,122,10.200000000000045,6114.6,4477.400000000001
L,301.6,310.2,1384,57.1,68,8.599999999999966,8275.6,3882.8
L,298.9,310.4,1831,25.4,81,11.5,4870.2,2057.4
L,302.4,311.0,1462,48.5,81,8.600000000000023,7425.4,3928.5
L,297.9,309.8,2000,21.3,29,11.900000000000034,4461.1,617.7
M,303.8,313.1,2117,18.6,22,9.300000000000011,4123.5,409.20000000000005
L,297.5,308.6,1596,36.0,141,11.100000000000023,6016.8,5076.0
L,301.1,311.3,1498,37.6,11,10.199999999999989,5898.3,413.6
M,302.2,310.5,1507,40.4,111,8.300000000000011,6375.6,4484.4
M,301.5,311.0,1577,39.7,118,9.5,6556.2,4684.6
L,300.8,312.1,1512,37.1,169,11.300000000000011,5874.3,6269.900000000001
L,298.7,308.5,1375,46.4,48,9.800000000000011,6681.1,2227.2
L,303.6,312.6,1502,39.5,103,9.0,6212.9,4068.5
M,302.7,312.1,1564,32.1,188,9.400000000000034,5257.4,6034.8
M,297.4,309.3,1499,36.8,88,11.900000000000034,5776.7,3238.3999999999996
L,301.3,310.4,1507,39.1,194,9.099999999999966,6170.5,7585.400000000001
M,300.6,311.0,1401,54.6,94,10.399999999999977,8010.5,5132.400000000001
L,301.6,311.0,1431,42.6,158,9.399999999999977,6383.8,6730.8
L,300.6,310.4,2007,19.8,116,9.799999999999955,4161.4,2296.8
M,302.5,311.9,1524,34.8,86,9.399999999999977,5553.8,2992.7999999999997
H,297.4,308.6,1420,45.8,120,11.200000000000045,6810.6,5496.0
L,299.1,310.3,1727,28.7,43,11.199999999999989,5190.4,1234.1
L,301.8,310.1,1738,28.0,58,8.300000000000011,5096.1,1624.0
H,298.3,308.6,1432,49.5,91,10.300000000000011,7423.0,4504.5
L,300.4,311.2,1705,28.7,20,10.800000000000011,5124.3,574.0
M,300.5,312.0,1985,19.3,143,11.5,4011.9,2759.9
M,300.7,312.4,1371,61.7,102,11.699999999999989,8858.3,6293.400000000001
L,304.2,313.6,1411,46.0,149,9.400000000000034,6796.9,6854.0
L,297.4,308.8,1467,39.0,128,11.400000000000034,5991.3,4992.0
L,301.4,310.4,1559,39.4,199,9.0,6432.4,7840.599999999999
L,301.9,310.8,1540,37.6,83,8.900000000000034,6063.7,3120.8
M,302.2,310.7,1601,33.0,166,8.5,5532.7,5478.0
M,300.4,311.6,1401,49.9,79,11.200000000000045,7320.9,3942.1
L,300.0,311.5,1591,32.0,79,11.5,5331.5,2528.0
L,298.3,308.1,1840,21.5,88,9.800000000000011,4142.7,1892.0
L,302.3,311.7,1648,32.1,197,9.399999999999977,5539.8,6323.700000000001
L,302.8,310.9,1708,29.8,42,8.099999999999966,5330.1,1251.6000000000001
M,300.4,309.8,1517,40.3,149,9.400000000000034,6402.1,6004.7
L,297.7,307.1,1715,30.2,0,9.400000000000034,5423.8,0.0
L,298.0,309.1,1820,23.6,120,11.100000000000023,4497.9,2832.0
L,300.4,311.1,2013,20.1,195,10.700000000000045,4237.1,3919.5000000000005
M,299.6,309.1,1366,55.2,95,9.5,7896.2,5244.0
M,301.9,310.9,1483,37.0,35,9.0,5746.1,1295.0
M,298.8,308.6,1486,41.9,92,9.800000000000011,6520.2,3854.7999999999997
M,301.5,310.6,1382,58.1,67,9.100000000000023,8408.4,3892.7000000000003
M,303.4,312.2,1615,35.7,56,8.800000000000011,6037.7,1999.2000000000003
L,300.7,310.9,1535,37.1,113,10.199999999999989,5963.6,4192.3
H,302.4,311.9,1366,47.3,162,9.5,6766.1,7662.599999999999
M,298.2,307.9,1403,45.1,193,9.699999999999989,6626.2,8704.300000000001
L,299.4,310.9,1751,27.8,10,11.5,5097.5,278.0
M,299.7,310.4,1410,44.5,105,10.699999999999989,6570.6,4672.5
L,302.6,311.0,1537,35.5,91,8.399999999999977,5713.9,3230.5
L,300.3,311.4,1471,37.0,114,11.099999999999966,5699.6,4218.0
L,303.9,313.0,1483,45.0,78,9.100000000000023,6988.5,3510.0
L,298.9,309.9,1365,46.5,75,11.0,6646.8,3487.5
L,300.9,309.7,1460,42.1,181,8.800000000000011,6436.7,7620.1
L,299.3,308.5,1772,26.1,52,9.199999999999989,4843.2,1357.2
M,302.5,310.3,1411,49.5,110,7.800000000000011,7314.1,5445.0
M,301.4,310.9,1557,39.3,174,9.5,6407.8,6838.2
M,300.7,312.3,1430,47.2,131,11.600000000000023,7068.2,6183.200000000001
L,300.8,310.6,1402,53.7,93,9.800000000000011,7884.1,4994.1
L,296.6,307.4,1436,42.8,156,10.799999999999955,6436.2,6676.799999999999
L,298.3,308.0,1363,50.1,96,9.699999999999989,7150.9,4809.6
L,300.4,311.0,1802,26.0,197,10.600000000000023,4906.3,5122.0
L,302.3,310.1,1513,40.4,22,7.800000000000011,6401.0,888.8
L,297.7,307.6,1844,21.9,61,9.900000000000034,4229.0,1335.8999999999999
L,300.3,311.8,1746,26.3,187,11.5,4808.7,4918.1
M,302.3,311.8,1363,54.0,119,9.5,7707.6,6426.0
M,302.1,311.0,1711,28.7,83,8.899999999999977,5142.3,2382.1
L,300.0,311.5,1812,28.3,94,11.5,5370.0,2660.2000000000003
L,295.4,305.8,1407,50.7,192,10.400000000000034,7470.2,9734.400000000001
H,301.2,310.6,1457,50.5,114,9.400000000000034,7705.1,5757.0
M,297.3,308.7,1655,34.1,21,11.399999999999977,5909.9,716.1
L,301.9,310.9,1542,36.7,101,9.0,5926.2,3706.7000000000003
M,299.3,308.4,1438,42.3,0,9.099999999999966,6369.8,0.0
L,300.9,310.6,1504,46.4,129,9.700000000000045,7307.9,5985.599999999999
L,298.9,310.2,1623,37.2,177,11.300000000000011,6322.5,6584.400000000001
L,298.2,307.8,1521,42.9,60,9.600000000000023,6833.1,2574.0
L,298.3,308.4,1528,37.3,160,10.099999999999966,5968.4,5968.0
M,300.3,309.2,1490,47.9,163,8.899999999999977,7474.0,7807.7
L,298.3,310.1,1545,36.3,90,11.800000000000011,5873.1,3266.9999999999995
L,297.2,308.7,1509,39.3,66,11.5,6210.3,2593.7999999999997
L,300.0,309.1,1431,45.4,90,9.100000000000023,6803.4,4086.0
M,300.3,309.5,1665,31.4,32,9.199999999999989,5474.9,1004.8
L,300.0,311.4,1374,41.9,96,11.399999999999977,6028.8,4022.3999999999996
M,298.5,309.5,1315,48.9,127,11.0,6733.8,6210.3
L,301.4,310.4,1496,35.2,153,9.0,5514.5,5385.6
L,301.0,310.5,1601,33.2,77,9.5,5566.2,2556.4
M,301.5,310.0,1417,44.6,49,8.5,6618.1,2185.4
L,300.6,309.5,1437,40.0,55,8.899999999999977,6019.3,2200.0
L,302.7,310.5,1511,37.7,60,7.800000000000011,5965.3,2262.0
L,303.7,311.9,1561,33.3,153,8.199999999999989,5443.5,5094.9
M,300.2,309.5,1642,28.8,92,9.300000000000011,4952.2,2649.6
L,300.5,311.9,1330,59.5,33,11.399999999999977,8287.0,1963.5
H,299.1,310.0,1657,33.1,187,10.899999999999977,5743.5,6189.7
L,301.4,310.7,1376,50.6,25,9.300000000000011,7291.2,1265.0
H,298.3,307.9,1420,39.2,176,9.599999999999966,5829.1,6899.200000000001
L,300.6,310.4,1494,47.3,118,9.799999999999955,7400.1,5581.4
H,301.3,310.8,1434,39.5,18,9.5,5931.6,711.0
L,298.2,308.8,1666,31.5,30,10.600000000000023,5495.6,945.0
M,297.4,309.1,1463,35.0,183,11.700000000000045,5362.2,6405.0
L,295.6,306.1,1474,41.2,156,10.5,6359.5,6427.200000000001
M,303.9,313.0,1901,22.5,110,9.100000000000023,4479.1,2475.0
H,298.9,310.1,1324,54.6,185,11.200000000000045,7570.2,10101.0
L,299.0,308.6,1946,22.3,102,9.600000000000023,4544.4,2274.6
L,301.0,310.7,1391,45.0,123,9.699999999999989,6554.9,5535.0
L,299.3,309.1,1531,37.9,127,9.800000000000011,6076.4,4813.3
L,299.2,308.5,1488,40.3,148,9.300000000000011,6279.7,5964.4
L,302.3,311.4,1609,32.3,49,9.099999999999966,5442.4,1582.6999999999998
M,298.1,308.8,1628,37.6,12,10.699999999999989,6410.2,451.20000000000005
L,297.8,308.8,1559,35.2,66,11.0,5746.7,2323.2000000000003
M,298.9,309.3,1581,30.7,65,10.400000000000034,5082.8,1995.5
L,301.9,310.4,1518,34.1,155,8.5,5420.7,5285.5
L,299.1,308.2,1409,46.4,12,9.099999999999966,6846.3,556.8
L,302.8,312.2,1746,27.4,44,9.399999999999977,5009.8,1205.6
M,300.0,311.4,1533,42.6,180,11.399999999999977,6838.8,7668.0
